江苏金榜题名餐饮服务有限公司,,毛龙,18115250111,18115250111,5,保密,无,否,否,否,否,否,https://web.tansent.com/88849/
河南佰滋特餐饮管理有限公司,,付滨尘,15039001001,15039001001,5,保密,无,否,否,否,否,否,https://web.tansent.com/88852/
北京万芳达餐饮管理有限公司,北京市全区域 中国全区域,李先生,13810227722,13810227722,5,保密,无,否,否,否,否,否,https://web.tansent.com/88901/
东莞市红升膳食管理有限公司,广东,康忠,13669887520,13669887520,5,保密,无,否,否,否,否,否,https://web.tansent.com/88943/
深圳市厨管家餐饮管理有限公司,,18924616109,18924616109,18924616109,5,保密,无,否,否,否,否,否,https://web.tansent.com/88963/
平邑县中镪餐饮服务有限公司,全国,李中强,18669916068,18669916068,5,保密,无,否,否,否,否,否,https://web.tansent.com/89078/
沈阳富龙餐饮管理有限公司,,李成龙,15640308420,15640308420,5,保密,无,否,否,否,否,否,https://web.tansent.com/89092/
中饮巴比食品股份有限公司,全国,单旭,18292898728,18292898728,5,保密,无,否,否,否,否,否,https://web.tansent.com/89107/
青州市凯和餐饮有限公司,,朱迎春,13853658607,13853658607,5,保密,无,否,否,否,否,否,https://web.tansent.com/89121/
贵州盗汗鸡餐饮策划管理有限责任公司,黔西南州,张兆弦,13908591828,13908591828,5,保密,无,否,否,否,否,否,https://web.tansent.com/89132/
北京鼎瑞红厨餐饮管理有限公司,,陈亚强,15011425058,15011425058,5,保密,无,否,否,否,否,否,https://web.tansent.com/89140/
釜御山（天津）餐饮管理有限公司,天津市南开区时代奥城A4-4202,丁宁,13043280168,13043280168,5,保密,无,否,否,否,否,否,https://web.tansent.com/89150/
遵义市即行后勤管理有限公司,遵义市两城区及国开区、经开区、新浦新区,柯晓强,13639241241,13639241241,5,保密,无,否,否,否,否,否,https://web.tansent.com/89160/
泰州市夜猫餐饮有限公司泰州一百分公司,江苏省,接海洋,18168557999,18168557999,5,保密,无,否,否,否,否,否,https://web.tansent.com/89188/
四川峰禾后勤管理服务有限公司,,荣清柏,18980792001,18980792001,5,保密,无,否,否,否,否,否,https://web.tansent.com/89218/
东莞市美上美膳食管理服务有限公司,东莞，广州，重庆，深圳，福州,黄生,13925564488,13925564488,5,保密,无,否,否,否,否,否,https://web.tansent.com/89259/
武汉华饮盛锦餐饮管理有限公司,不限,童建平,18986223335,18986223335,5,保密,无,否,否,否,否,否,https://web.tansent.com/89260/
苏州速尔美餐饮管理有限公司,苏州工业园区,郭鹏,18721146232,18721146232,5,保密,无,否,否,否,否,否,https://web.tansent.com/89263/
深圳市大管家餐饮管理有限公司,全国,张生,13570800857,13570800857,5,保密,无,否,否,否,否,否,https://web.tansent.com/89266/
珠海津立源膳食管理有限公司,全国,朱生,13962681889,13962681889,5,保密,无,否,否,否,否,否,https://web.tansent.com/89274/
苏州亿膳轩餐饮有限公司,高新区,邵先生,18913138804,18913138804,5,保密,无,否,否,否,否,否,https://web.tansent.com/89352/
武汉市金仕佳校园教育投资有限公司,武汉市,李先生,13659813968,13659813968,5,保密,无,否,否,否,否,否,https://web.tansent.com/89354/
湖北美禾餐饮有限公司,绿地缤纷城,曾春风,13145209178,13145209178,5,保密,无,否,否,否,否,否,https://web.tansent.com/88694/
珠海华俊餐饮管理有限公司,,丁灵,15819999429,15819999429,5,保密,无,否,否,否,否,否,https://web.tansent.com/89422/
佛山市闽沥餐饮管理有限公司,,王先生,18925997370,18925997370,5,保密,无,否,否,否,否,否,https://web.tansent.com/89407/
长沙万鑫餐饮管理有限公司,,谢万,18824524511,18824524511,5,保密,无,否,否,否,否,否,https://web.tansent.com/89463/
济南天下足餐饮管理有限公司,山东省,王承龙,18663733250,18663733250,5,保密,无,否,否,否,否,否,https://web.tansent.com/89488/
武汉丰隆传鑫餐饮管理有限公司,,朱传兵,18086633119,18086633119,5,保密,无,否,否,否,否,否,https://web.tansent.com/89639/
浙江义乌庆尧餐饮管理有限公司,浙江金华,时金栓,18868458286,18868458286,5,保密,无,否,否,否,否,否,https://web.tansent.com/89650/
广东劲岭餐饮服务有限公司,,广东劲岭餐饮服务,18688878817,18688878817,5,保密,无,否,否,否,否,否,https://web.tansent.com/89675/
南京聚美餐饮管理有限公司,南京,徐先生,18061266777,18061266777,5,保密,无,否,否,否,否,否,https://web.tansent.com/89683/
上海繁贸餐饮管理有限公司,,咸经理,18939799540,18939799540,5,保密,无,否,否,否,否,否,https://web.tansent.com/89726/
河南中宏餐饮管理有限公司,河南省,郭增民,15537340776,15537340776,5,保密,无,否,否,否,否,否,https://web.tansent.com/89740/
北京企博达餐饮管理有限公司,北京市,胡经理,15811305362,15811305362,5,保密,无,否,否,否,否,否,https://web.tansent.com/89799/
北京粤港名都餐饮管理有限公司,北京 天津,张先生,18610463299,18610463299,5,保密,无,否,否,否,否,否,https://web.tansent.com/89872/
贵州鸿博辉煌餐饮管理有限公司,,逗逼,,121254188,5,保密,无,否,否,否,否,否,https://web.tansent.com/89879/
天津市景福记餐饮服务有限公司,,景会旺,13302038889,13302038889,5,保密,无,否,否,否,否,否,https://web.tansent.com/89882/
南京味达衡餐饮管理有限公司,南京,朱国清,13004320320,13004320320,5,保密,无,否,否,否,否,否,https://web.tansent.com/89901/
潍坊一辰餐饮服务有限公司,山东省潍坊市寒亭区中凯物流园,任善农,13516381837,13516381837,5,1,无,否,否,否,否,否,https://web.tansent.com/90058/
北京御丰餐饮管理有限公司,,张岩,18232910160,18232910160,5,保密,无,否,否,否,否,否,https://web.tansent.com/90096/
惠州市福满佳餐饮管理服务有限公司,,张小姐,15917766595,15917766595,5,保密,无,否,否,否,否,否,https://web.tansent.com/90281/
杭州天援餐饮管理有限公司,,于利,13221805627,13221805627,5,保密,无,否,否,否,否,否,https://web.tansent.com/90173/
上海互飞餐饮管理有限公司,,吴后宏,18151566662,18151566662,5,保密,无,否,否,否,否,否,https://web.tansent.com/90458/
锦州食佳客餐饮管理有限公司,,苏欣,15704267546,15704267546,5,保密,无,否,否,否,否,否,https://web.tansent.com/90462/
安徽鸿一餐饮有限公司,合肥,袁经理,15605653003,15605653003,5,保密,无,否,否,否,否,否,https://web.tansent.com/90551/
厦门全友餐饮管理有限公司,,刘礼权,13600930481,13600930481,5,保密,无,否,否,否,否,否,https://web.tansent.com/90609/
北京萨慕斯餐饮管理服务有限公司,,侯先生,13910610008,13910610008,5,保密,无,否,否,否,否,否,https://web.tansent.com/90669/
西安军辉餐饮管理有限公司,全国,袁志政,13379517929,13379517929,5,保密,无,否,否,否,否,否,https://web.tansent.com/90737/
吉林省吉和餐饮管理有限公司,,杨建超,15943086999,15943086999,5,保密,无,否,否,否,否,否,https://web.tansent.com/90873/
温州市南宇芳餐饮有限公司,全国,程先生,13506642799,13506642799,5,保密,无,否,否,否,否,否,https://web.tansent.com/90892/
佛山市龙怡餐饮管理有限公司,广东,施小姐,18948986242,18948986242,5,保密,无,否,否,否,否,否,https://web.tansent.com/90908/
西安喜尚餐饮管理有限公司,全国,李经理,17719560606,17719560606,5,保密,无,否,否,否,否,否,https://web.tansent.com/90923/
乌鲁木齐创客老兵餐饮管理有限公司,新疆,关广新,18195802111,18195802111,5,保密,无,否,否,否,否,否,https://web.tansent.com/90981/
厦门新领欲餐饮管理有限公司,,廖传思,13400712732,13400712732,5,保密,无,否,否,否,否,否,https://web.tansent.com/90996/
湖北锦鑫餐饮管理有限公司,湖北全省,杨红,15618527787,15618527787,5,保密,无,否,否,否,否,否,https://web.tansent.com/91005/
长沙洋葱头餐饮管理有限公司,,杨丛显,15507311731,15507311731,5,保密,无,否,否,否,否,否,https://web.tansent.com/91124/
余姚市满意食堂管理服务有限公司,,应满意,13567941231,13567941231,5,保密,无,否,否,否,否,否,https://web.tansent.com/91173/
武汉乐之乐餐饮管理有限公司,,周冬,15517589990,15517589990,5,保密,无,否,否,否,否,否,https://web.tansent.com/91252/
湖南淞捷餐饮管理有限公司,湖南长沙,汤淞,17788901138,17788901138,5,保密,无,否,否,否,否,否,https://web.tansent.com/91349/
宿迁市怡乐佳餐饮管理有限公司,宿迁,姜兰华,15896306161,15896306161,5,保密,无,否,否,否,否,否,https://web.tansent.com/91520/
北京杨子食尚餐饮管理有限公司,,杨亚锋,18691769178,18691769178,5,保密,无,否,否,否,否,否,https://web.tansent.com/91611/
安阳源泉餐饮管理有限公司,,付伟,15537292163,15537292163,5,保密,无,否,否,否,否,否,https://web.tansent.com/91657/
上海奕晚餐饮管理有限公司,上海,刘文剑,18101909692,18101909692,5,保密,无,否,否,否,否,否,https://web.tansent.com/91659/
中山市味之源餐饮服务有限公司,,吴敏强,15015000903,15015000903,4,保密,无,否,否,否,否,否,https://web.tansent.com/91750/
潍坊天茂餐饮管理有限公司高密分公司,全国,鄢学忠,13655561555,13655561555,4,保密,无,否,否,否,否,否,https://web.tansent.com/91828/
江苏省苏食餐饮有限公司,江苏南京 常州,万先生,18917353884,18917353884,4,保密,无,否,否,否,否,否,https://web.tansent.com/92439/
沈阳弘扬餐饮管理有限公司,沈阳市沈北新区道义大街,郭宏洋,15904089050,15904089050,4,保密,无,否,否,否,否,否,https://web.tansent.com/92503/
山西乾圣源餐饮管理有限公司,山西,张战鹏,17735908334,17735908334,4,保密,无,否,否,否,否,否,https://web.tansent.com/92550/
北京利万家餐饮管理有限公司,,王明,15727393360,15727393360,4,保密,无,否,否,否,否,否,https://web.tansent.com/92259/
河南匠才餐饮管理有限公司,,曹太涛,15136174430,15136174430,4,保密,无,否,否,否,否,否,https://web.tansent.com/92721/
山东禾业餐饮管理有限公司,山东省,张总,18705435521,0543-2171799、0543-2171799、18705435521,4,保密,无,否,否,否,否,否,https://web.tansent.com/92875/
南通港河餐饮管理有限公司,南通市,支经理,18115836099,18115836099,4,保密,无,否,否,否,否,否,https://web.tansent.com/92979/
九江创佳餐饮管理有限公司,江西省九江市,潘先生,18970229979,18970229979,4,保密,无,否,否,否,否,否,https://web.tansent.com/93099/
东莞市绍朗膳食管理有限公司,全国,李孟朗,13929443528,13929443528,4,保密,无,否,否,否,否,否,https://web.tansent.com/93221/
江山市信缘餐饮管理有限公司,浙江省,陈奇华,15968677722,15968677722,4,保密,无,否,否,否,否,否,https://web.tansent.com/93371/
常州玉成餐饮有限公司,,玉成餐饮,13685202725,13685202725,4,保密,无,否,否,否,否,否,https://web.tansent.com/93298/
西藏筷团餐饮服务有限公司,西藏地区,邹平,18280821999,18280821999,4,保密,无,否,否,否,否,否,https://web.tansent.com/93430/
河北千喜鹤饮食股份有限公司(总部),全国地区,杜建永,18539922096,18539922096,4,保密,无,否,否,否,否,否,https://web.tansent.com/93483/
上海胜略餐饮管理有限公司,闵行区，徐汇区，长宁区,俞经理,13601706508,13601706508,4,保密,无,否,否,否,否,否,https://web.tansent.com/93551/
奎屯邦膳餐饮管理有限公司,,窦亚波,13031311001,13031311001,4,保密,无,否,否,否,否,否,https://web.tansent.com/93714/
江苏梁佳餐饮管理有限公司,昆山市花桥镇金融大道518号8号房一楼,梁效龙,13866160383,13866160383,4,保密,无,否,否,否,否,否,https://web.tansent.com/94003/
东莞市佑丰膳食管理服务有限公司,广州．东莞．深圳．惠州．佛山．中山,唐先生,18025115425,18025115425,4,保密,无,否,否,否,否,否,https://web.tansent.com/94075/
湖州老谢餐饮管理有限公司,,无,12345678900,12345678900,4,保密,无,否,否,否,否,否,https://web.tansent.com/94187/
江门市中膳金勺子食品科技有限公司,江门市五邑地区,苏丽娜,13534819887,13534819887,4,保密,无,否,否,否,否,否,https://web.tansent.com/94202/
甘肃中快餐饮管理有限公司,,姜永胜,15170985102,15170985102,4,保密,无,否,否,否,否,否,https://web.tansent.com/94244/
温州市神厨餐饮管理有限公司,,唐先生,15967443578,15967443578,4,保密,无,否,否,否,否,否,https://web.tansent.com/94383/
四川天赐源餐饮管理有限公司,成都市,邓祥兵,13980905937,13980905937,4,保密,无,否,否,否,否,否,https://web.tansent.com/94400/
广州绿溢健餐饮管理有限公司,广东,曾先生,15813376908,15813376908,4,保密,无,否,否,否,否,否,https://web.tansent.com/94409/
北京枫叶火餐饮服务有限公司,北京,武先生,18511501918,18511501918,4,保密,无,否,否,否,否,否,https://web.tansent.com/94485/
成都森格瑞酒店管理有限公司,,童广辉,13881967296,13881967296,4,保密,无,否,否,否,否,否,https://web.tansent.com/94543/
北京艺辉轩餐饮管理有限公司,北京市海淀区,毛伟艺,13911048712,13911048712,4,保密,无,否,否,否,否,否,https://web.tansent.com/94856/
南昌味源餐饮管理有限公司,南昌市小兰工业园,程松,13177777651,13177777651,4,保密,无,否,否,否,否,否,https://web.tansent.com/94931/
郑州市味优餐饮服务有限公司,,崔延峰,18639305540,18639305540,4,保密,无,否,否,否,否,否,https://web.tansent.com/94941/
西安喵小盒餐饮管理有限公司,西安,刘兵,13571852162,13571852162,4,保密,无,否,否,否,否,否,https://web.tansent.com/95173/
湖北卓鑫后勤管理服务有限公司,,彭先生,13226611257,13226611257,4,保密,无,否,否,否,否,否,https://web.tansent.com/95225/
江苏德源餐饮管理有限公司,江苏省,贾晓芹,18015858587,18015858587,4,保密,无,否,否,否,否,否,https://web.tansent.com/95237/
福建美嘉宝餐饮有限公司,,白先生,18910289732,18910289732,4,保密,无,否,否,否,否,否,https://web.tansent.com/95229/
山东华虞餐饮管理有限公司,山东,徐经理,13791146662,13791146662,4,保密,无,否,否,否,否,否,https://web.tansent.com/95341/
武汉中百餐饮管理有限公司,湖北省,李家佳,18627008381,18627008381,4,保密,无,否,否,否,否,否,https://web.tansent.com/95427/
福建省一家亲餐饮有限公司,福建省除厦门,俞申才,18850970661,18850970661,4,保密,无,否,否,否,否,否,https://web.tansent.com/95979/
上海胜武餐饮管理有限公司,上海,蒯圣武,13020209177,13020209177,4,保密,无,否,否,否,否,否,https://web.tansent.com/96162/
深圳市鸿胜餐饮管理有限公司,,王德征,18026016880,18026016880,4,保密,无,否,否,否,否,否,https://web.tansent.com/96174/
广州广丰膳食有限公司,广州萝岗区,李生,13632197181,13632197181,4,保密,无,否,否,否,否,否,https://web.tansent.com/96246/
四川骏慈企业管理有限公司,四川各地,郭先生,13088019651,13088019651,4,保密,无,否,否,否,否,否,https://web.tansent.com/96359/
上海天禾餐饮管理有限公司,,曹小姐,18221418242,18221418242,4,保密,无,否,否,否,否,否,https://web.tansent.com/96429/
南京谷得餐饮管理有限公司,南京市江宁区清水亭东路,胡小姐,18061620700,18061620700,4,保密,无,否,否,否,否,否,https://web.tansent.com/96440/
广州嘉福餐饮管理有限公司,全国,周国栋,18620260799,18620260799,4,保密,无,否,否,否,否,否,https://web.tansent.com/96501/
郑州金泉餐饮服务有限公司,全郑州,娄经理,18603820206,18603820206,4,保密,无,否,否,否,否,否,https://web.tansent.com/96541/
上海辉丰餐饮管理有限公司,江浙沪,谢先生,18602106870,18602106870,4,保密,无,否,否,否,否,否,https://web.tansent.com/96630/
新邵县光文餐饮管理有限公司,,段超文,15580641803,15580641803,4,保密,无,否,否,否,否,否,https://web.tansent.com/96044/
万福餐饮石家庄有限公司,,朱,15614126764,15614126764,4,保密,无,否,否,否,否,否,https://web.tansent.com/96805/
陕西喵小盒餐饮管理有限公司,西安全市范围,董先生,18049566602,18049566602,4,保密,无,否,否,否,否,否,https://web.tansent.com/97100/
贵州德味康餐饮管理有限公司,,彭先生,13985587377,13985587377,4,保密,无,否,否,否,否,否,https://web.tansent.com/97237/
郑州浩星餐饮服务有限公司,,魏星,18137373344,18137373344,4,保密,无,否,否,否,否,否,https://web.tansent.com/97262/
济宁德龙餐饮管理有限公司,济宁曲阜创业园区,杜灵,15753756977,15753756977,4,保密,无,否,否,否,否,否,https://web.tansent.com/97306/
江西林枫餐饮管理有限公司,,汪先生,15779225525,15779225525,4,保密,无,否,否,否,否,否,https://web.tansent.com/97378/
上海力聘餐饮管理有限公司,,廖茂林,13472591219,13472591219,4,保密,无,否,否,否,否,否,https://web.tansent.com/97418/
上海香誉餐饮管理有限公司,上海,朱先生,15800333859,15800333859,4,3,无,否,否,否,否,否,https://web.tansent.com/97465/
重庆庞洪餐饮管理有限公司,,邓洪全,18306060678,18306060678,4,保密,无,否,否,否,否,否,https://web.tansent.com/97559/
上海双鲤餐饮管理有限公司,上海,何小姐,17701790460,17701790460,4,保密,无,否,否,否,否,否,https://web.tansent.com/97589/
南京聚仕堂餐饮服务有限公司,,吴清风,15921764769,15921764769,4,保密,无,否,否,否,否,否,https://web.tansent.com/97607/
四川永庆餐饮服务管理有限公司,,刘先生,13398484058,13398484058,4,保密,无,否,否,否,否,否,https://web.tansent.com/97533/
沈阳和马餐饮服务有限公司,,史经理,13940510409,13940510409,4,保密,无,否,否,否,否,否,https://web.tansent.com/97631/
深圳市万欣餐饮管理有限公司,,李生,15817689098,15817689098,4,保密,无,否,否,否,否,否,https://web.tansent.com/97665/
陕西东江商业运营管理有限公司,,吴东江,13609123337,13609123337,4,保密,无,否,否,否,否,否,https://web.tansent.com/97677/
南京海尚月餐饮管理有限公司,,石国华,13851408448,13851408448,4,保密,无,否,否,否,否,否,https://web.tansent.com/97767/
湖南万发餐饮管理有限公司,新疆,鲁胜辉,18874243300,18874243300,4,保密,无,否,否,否,否,否,https://web.tansent.com/97776/
西安红风车餐饮有限责任公司,陕西省,郭治,15991858555,15991858555,4,6,无,否,否,否,否,否,https://web.tansent.com/97831/
合肥华宇餐饮有限公司,,张以,13866686968,13866686968,4,保密,无,否,否,否,否,否,https://web.tansent.com/97916/
北京百味园餐饮管理有限公司,北京市昌平区,吕受丽,13121202364,13121202364,4,保密,无,否,否,否,否,否,https://web.tansent.com/97925/
上海食利餐饮管理有限公司,,陈龙,18818103010,18818103010,4,保密,无,否,否,否,否,否,https://web.tansent.com/97679/
广东百兴餐饮管理服务有限公司,中山，佛山，顺德，番禺，江门，珠海,陈先生,13925445444,13925445444,4,保密,无,否,否,否,否,否,https://web.tansent.com/98037/
苏州中快餐饮管理有限公司,,杨先铭,18679952242,18679952242,4,保密,无,否,否,否,否,否,https://web.tansent.com/96836/
上海鼎臻食品有限公司,,周多珍,13661820415,13661820415,4,保密,无,否,否,否,否,否,https://web.tansent.com/98156/
重庆帕尔玛餐饮管理有限公司,全国范围内,黄兴明,18580738132,18580738132,4,保密,无,否,否,否,否,否,https://web.tansent.com/98168/
扬州新多惠餐饮管理有限公司,扬州市,秦义平,15152783983,0514-87699783、0514-87699783、15152783983,4,保密,无,否,否,否,否,否,https://web.tansent.com/98169/
滁州市金久久商业管理有限公司,,高琳,17305505575,17305505575,4,保密,无,否,否,否,否,否,https://web.tansent.com/98196/
含山县美瑶餐饮管理有限公司,,范方明,13059823928,13059823928,4,保密,无,否,否,否,否,否,https://web.tansent.com/78856/
浏阳市思佳饮食服务有限公司,,邱忠诚,13874933718,13874933718,4,保密,无,否,否,否,否,否,https://web.tansent.com/98209/
山东刘瑜餐饮管理服务有限公司,山东省内,刘瑜,18866919526,18866919526,4,保密,无,否,否,否,否,否,https://web.tansent.com/98224/
水富福轩餐饮管理有限公司,,张显林,18313700996,18313700996,4,保密,无,否,否,否,否,否,https://web.tansent.com/98233/
河南美食客餐饮管理有限公司,河南省南阳市,马经理,15938534000,15938534000,4,保密,无,否,否,否,否,否,https://web.tansent.com/98310/
河南中食达餐饮管理有限公司,,张智博,18103737773,18103737773,4,保密,无,否,否,否,否,否,https://web.tansent.com/98321/
河北瑞康餐饮管理有限公司,全国,曹先生,13343256954,13343256954、13343256954、0315-2108601,4,保密,无,否,否,否,否,否,https://web.tansent.com/98350/
西安赛润餐饮管理有限公司,"团膳配送,食堂承包，食堂托管",王佳丽,15339114201,15339114201,4,保密,无,否,否,否,否,否,https://web.tansent.com/98398/
河北源宝餐饮管理有限公司,,谢云飞,13333213170,13333213170,4,保密,无,否,否,否,否,否,https://web.tansent.com/98517/
南京棕榈泉餐饮管理有限公司,,陈超,13951749211,13951749211,4,保密,无,否,否,否,否,否,https://web.tansent.com/98639/
宁波鲜食达后勤服务有限公司,,李建海,13777173774,13777173774,4,保密,无,否,否,否,否,否,https://web.tansent.com/98661/
绿屋（无锡）餐饮管理服务有限公司,上海 苏州 无锡,11111111111,,111111111,4,保密,无,否,否,否,否,否,https://web.tansent.com/98674/
汕头市明月餐饮管理有限公司,,罗泽钦,18688009996,18688009996,4,保密,无,否,否,否,否,否,https://web.tansent.com/98697/
长沙市老管家餐饮服务有限公司,,王先生,18207488001,18207488001,4,保密,无,否,否,否,否,否,https://web.tansent.com/92465/
长沙金团膳餐饮服务有限公司,,吴先生,15388982220,15388982220,4,保密,无,否,否,否,否,否,https://web.tansent.com/98827/
东莞市采来膳食管理服务有限公司,广东省,王琳琳,13924346160,13924346160,4,保密,无,否,否,否,否,否,https://web.tansent.com/98863/
河北喜相聚餐饮服务有限公司,河北全省,杨经理,15630172258,15630172258,4,保密,无,否,否,否,否,否,https://web.tansent.com/98944/
石家庄正清餐饮管理有限公司,,张先生,18633095852,18633095852,4,保密,无,否,否,否,否,否,https://web.tansent.com/98971/
山东润禾餐饮管理有限公司,,刘经理,15688611997,15688611997,4,保密,无,否,否,否,否,否,https://web.tansent.com/98979/
北京聚智兴达餐饮管理有限公司,,白兴明,15652518803,15652518803,4,保密,无,否,否,否,否,否,https://web.tansent.com/99015/
惠州市鸿祥兴餐饮管理服务有限公司,全国,何玉平,15768642688,15768642688,4,保密,无,否,否,否,否,否,https://web.tansent.com/99030/
南京赛家餐饮管理有限公司,江苏,凡奎,15850696556,15850696556,4,保密,无,否,否,否,否,否,https://web.tansent.com/99076/
石家庄食泰康饮食管理有限公司,河北省,张经理,15831149615,15831149615,4,15,无,否,否,否,否,否,https://web.tansent.com/99099/
天津大脑厨房餐饮管理有限公司,,何俊华,18622620666,18622620666,4,保密,无,否,否,否,否,否,https://web.tansent.com/99106/
深圳市包大人餐饮管理有限公司,深圳 宝安 南山,苏先生,18819490711,18819490711,4,保密,无,否,否,否,否,否,https://web.tansent.com/99131/
江门市美心思饮食管理服务有限公司,广东省内,关小姐,13126266722,13126266722,4,保密,无,否,否,否,否,否,https://web.tansent.com/99169/
开封江鼎轩餐饮管理有限公司,河南,江先生,13460795288,13460795288,4,保密,无,否,否,否,否,否,https://web.tansent.com/99175/
汕头市镇楷餐饮管理有限公司,汕头市,蔡枫宏,13556460099,13556460099,4,保密,无,否,否,否,否,否,https://web.tansent.com/99178/
诸暨市春悦餐饮管理有限公司,,杜春阅,18694084986,18694084986,4,保密,无,否,否,否,否,否,https://web.tansent.com/99201/
南昌丽湖餐饮有限公司,,谌继明,18879181821,18879181821,4,保密,无,否,否,否,否,否,https://web.tansent.com/99295/
安庆市喜来客餐饮管理有限公司,,杨志权,18055633261,18055633261,4,保密,无,否,否,否,否,否,https://web.tansent.com/99300/
北京中水天雅餐饮管理有限公司,,熊经理,13323775728,13323775728,4,保密,无,否,否,否,否,否,https://web.tansent.com/99406/
河南鼎味香餐饮管理有限公司,全国,17788170867,17788170867,17788170867,4,保密,无,否,否,否,否,否,https://web.tansent.com/99469/
河南黄淮餐饮管理有限公司,,黄云川,13783320173,13783320173,4,保密,无,否,是,是,否,否,https://web.tansent.com/99520/
上海上房物业股份服务有限公司,,刘经理,13671692587,13671692587,4,保密,无,否,否,否,否,否,https://web.tansent.com/98225/
金华市和海餐饮管理有限公司,,潘先生,15268623892,15268623892,4,保密,无,否,否,否,否,否,https://web.tansent.com/99616/
汝州市东旭餐饮管理有限公司,,王先生,13503757226,13503757226,4,保密,无,否,否,否,否,否,https://web.tansent.com/99690/
安徽好朋友餐饮管理有限公司,,邓璐璐,13856958786,13856958786,4,保密,无,否,否,否,否,否,https://web.tansent.com/99731/
武汉新民天餐饮酒店管理有限公司,,雷小姐,18140531637,18140531637,4,保密,无,否,否,否,否,否,https://web.tansent.com/99779/
江西省悦客餐饮管理有限公司,江西省，广东省，福建省，湖南省,罗礼军,18296869888,18296869888,4,保密,无,否,否,否,否,否,https://web.tansent.com/99802/
沈阳品味食尚餐饮管理有限公司,,刘先生,13190013400,13190013400,4,保密,无,否,否,否,否,否,https://web.tansent.com/99495/
上海味恋餐饮管理有限公司,江浙沪皖,王先生,18221417073,18221417073,4,保密,无,否,否,否,否,否,https://web.tansent.com/99820/
江苏筱诺企业服务有限公司,苏州，上海,胡永和,18017238888,18017238888,4,保密,无,否,否,否,否,否,https://web.tansent.com/99832/
郑州溪田庄餐饮管理有限公司,全国各地,边计东,13203894180,13203894180,4,保密,无,否,否,否,否,否,https://web.tansent.com/99923/
南京尊明餐饮管理有限公司,南京,王秀琴,18951799213,18951799213,4,保密,无,否,否,否,否,否,https://web.tansent.com/99942/
上海同茂兴餐饮管理有限公司,,丁先生,13816593342,13816593342,4,保密,无,否,否,否,否,否,https://web.tansent.com/99964/
上海清姗餐饮管理有限公司,上海市青浦区沈砖路建新221号2幢D改248室,杨基俭,13162988386,13162988386,4,98,无,否,否,否,否,否,https://web.tansent.com/100024/
深圳市麦润餐饮管理有限公司,,马晓东,15013814382,15013814382,4,保密,无,否,否,否,否,否,https://web.tansent.com/100149/
上海合源酒店管理有限责任公司北京第一分公司,北京市朝阳区曙光西里28号,陈旭凤,15709604460,15709604460,4,保密,无,否,否,否,否,否,https://web.tansent.com/100233/
赣州市荣鑫饮食服务有限公司,江西省赣州市,黄晓东,18970776888,18970776888,4,保密,无,否,否,否,否,否,https://web.tansent.com/100329/
河南中味轩餐饮服务有限公司,河南,范志超,18530869155,18530869155,4,保密,无,否,否,否,否,否,https://web.tansent.com/100335/
武汉楚思米餐饮管理有限公司,湖北武汉,欧凯,13627247633,13627247633,4,保密,无,否,否,否,否,否,https://web.tansent.com/100380/
苏州鼎邻餐饮管理有限公司,苏州园区，吴中区，市区，新区，相城区,胡先生,18021278037,18021278037,4,保密,无,否,否,否,否,否,https://web.tansent.com/100411/
武汉顺达信餐饮管理有限公司,武汉、天门,罗经理,15926459705,15926459705,4,保密,无,否,否,否,否,否,https://web.tansent.com/100425/
台州大升餐饮管理有限公司上饶分公司,,杨先生,13362649793,13362649793,4,保密,无,否,否,否,否,否,https://web.tansent.com/87179/
上海沁昕餐饮配送有限公司,南通地区,高能民,,,4,保密,无,否,否,否,否,否,https://web.tansent.com/99953/
沭阳中虞商贸有限公司第一分公司,沭阳县,夏明亮,13812311335,13812311335,4,保密,无,否,否,否,否,否,https://web.tansent.com/100533/
津丰源（天津）餐饮管理有限公司,天津市滨海新区开发区洞庭路一街10号,李,15602179786,15602179786,4,保密,无,否,否,否,否,否,https://web.tansent.com/100540/
深圳市创维康饮食服务有限公司,华南地区,罗嘉威,13714500809,13714500809,4,保密,无,否,否,否,否,否,https://web.tansent.com/100603/
安徽徽香韵餐饮管理集团有限公司,,朱颖,18155223162,18155223162,4,保密,无,否,否,否,否,否,https://web.tansent.com/100660/
昆山市瑞源馨呈餐饮管理有限公司,,海敏,18362727705,18362727705,4,保密,无,否,否,否,否,否,https://web.tansent.com/100677/
重庆悦响来餐饮管理有限公司,,谢总,15294887563、15294887563、13272609079,15294887563、15294887563、13272609079,4,保密,无,否,否,否,否,否,https://web.tansent.com/100783/
爱尚厨（北京）餐饮管理有限公司,,龙亮仔,17310042627,17310042627,4,保密,无,否,否,否,否,否,https://web.tansent.com/100819/
广州市世企餐饮管理有限公司,,陈泽坤,15800003743,15800003743,4,保密,无,否,否,否,否,否,https://web.tansent.com/100898/
宁波无界餐饮管理有限公司,浙江省内,汪彩凤,13857878150,13857878150,4,保密,无,否,否,否,否,否,https://web.tansent.com/100900/
河南杰和杰后勤管理有限公司,,禹先生,13373915598,13373915598,4,保密,无,否,否,否,否,否,https://web.tansent.com/100906/
重庆鄄邑餐饮管理有限公司,全国,常永显,15086903346,15086903346,4,保密,无,否,否,否,否,否,https://web.tansent.com/100979/
